zip_code,distance_min,count_within_20,count_within_60,count_within_100
12538,1.6966630724223664,43,308,977
12540,3.7538832736197003,33,393,1010
12542,2.092825950076937,52,432,1083
12543,2.1375783753441238,56,492,1158
12545,1.2401397272370298,29,301,949
12546,0.7349161928660217,11,236,878
12547,1.0527019827764164,50,380,1065
12548,3.750567780160888,55,374,1090
12549,3.6543227652706527,46,445,1169
12550,0.4809243206951772,57,478,1127
12553,1.1430429887039741,66,537,1152
12561,4.8457492287006705,50,316,1042
12563,2.633714928539061,36,574,1025
12564,7.65656980352154,30,498,1001
12565,0.07916166076054384,18,177,604
12566,2.0486107332349617,42,374,1118
12567,7.119696643670567,25,225,866
12569,4.495987974111527,37,331,999
12570,6.171299137187073,35,443,1017
12571,6.5074970738442515,35,219,867
12572,4.149718702042016,37,245,905
12574,0.32827985297611184,36,247,917
12575,2.7319170195650067,57,480,1144
12577,0.7928249206589412,63,551,1175
12578,0.36693636073628133,39,299,962
12580,2.848254017239629,42,275,942
12581,8.054615551927744,33,258,902
12582,4.307692886224816,51,520,1053
12583,2.2475263900598352,33,201,810
12585,3.990383903945538,30,333,976
12586,0.9380645321100644,61,438,1136
12589,4.634297435782415,57,396,1116
12590,0.6619064603137096,56,462,1076
12592,4.3270442089893795,19,289,922
12594,3.8846682655193194,27,374,969
12601,0.6893976568984932,46,357,1032
12603,0.6631599141332026,44,379,1044
12604,0.6215737239418854,47,368,1036
12701,0.6440111811335277,21,335,1121
12719,6.408839133949919,21,398,1260
12720,4.627961729117222,16,310,1140
12721,2.33499861063844,32,407,1147
12722,3.314417678740829,34,402,1145
12723,2.5879975938355333,12,231,989
12724,4.25416139484984,10,214,926
12725,11.49063044039719,12,183,850
12726,5.442884341495293,16,284,1093
12729,4.359982722616925,24,452,1241
12732,7.969211306562375,23,370,1201
12733,0.9058858161516691,18,302,1075
12734,5.574049980762809,14,272,1058
12736,5.986633026429609,8,211,905
12737,10.176592574546948,24,430,1259
12738,2.560516685250715,22,338,1097
12740,11.619114022481302,18,217,915
12741,5.80191770942671,9,211,913
12742,4.5800311573357915,18,283,1065
12743,7.677629653129648,23,388,1212
12745,1.2034582387149209,13,229,984
12746,4.761281506037482,27,477,1282
12747,2.371656535088738,16,241,1009
12748,0.5193134731735112,12,233,998
12749,2.6892111372992757,13,288,1092
12750,3.9279313027839575,14,257,1049
12751,2.3584323953638955,18,314,1088
12752,6.112236615248819,16,284,1093
12754,4.527217956930971,11,235,1007
12758,5.5420700862874686,12,186,877
12759,0.6027956762197765,17,253,1030
12760,10.342003473592596,6,180,859
12762,1.6622514472833303,17,324,1131
12763,3.6253718383546065,22,348,1102
12764,3.2895487850762932,18,319,1177
12765,5.740686531874914,14,225,977
12766,3.515077981072625,10,218,949
12767,5.170216343724868,8,213,920
12768,5.365084670100986,11,203,941
12769,4.01579059755813,23,361,1108
12770,8.919681394059074,20,454,1290
12771,3.473555323737424,28,504,1314
12775,0.5903083679491642,22,367,1140
12776,2.7960230633266976,5,181,816
12777,6.344151292382121,24,397,1199
12778,1.1594568735938189,15,325,1136
12779,1.342183027572691,19,320,1085
12780,4.6692978209601765,24,477,1293
12781,3.1676661973957057,23,385,1128
12783,5.505908499703923,13,260,1054
12784,2.830900562351743,22,331,1104
12785,4.355343392896981,27,421,1197
12786,2.410034859998794,15,323,1142
12787,4.507263461439069,11,229,987
12788,3.5723364728624767,19,262,1033
12789,0.5712142558730166,22,325,1082
12790,1.9826579255609613,25,388,1150
12791,3.207940408895376,11,219,956
12792,3.418748705199991,22,379,1249
12801,0.03577990025564362,8,73,211
12803,0.45153331008006276,8,73,211
12804,0.4474848579946609,8,70,209
12808,5.495399724631224,5,39,174
12809,7.918527286368609,6,78,223
12810,13.830868400095204,6,69,213
12811,6.402806997639202,5,55,205
12812,19.43768028742482,1,38,191
12814,5.041755518374459,5,48,176
12815,7.232763219777922,5,44,176
12816,10.037183774582811,8,85,254
12817,1.5280514148972153,5,47,191
12819,9.763364080268296,2,54,176
12821,13.267587658581984,6,73,189
12822,12.88119483637579,9,73,222
12823,10.23024730610461,10,80,230
12824,4.2650606174940515,9,56,186
12827,9.29032788872843,7,71,189
12828,3.5960424554306605,7,78,217
12831,7.360265002237196,10,75,224
12832,13.217587908097785,6,77,195
12833,6.5416876048936965,12,73,230
12834,4.08817861692511,16,85,241
12835,16.215712309106173,4,73,217
12836,10.512149687916882,5,44,170
12837,16.671403999427252,1,59,180
12838,9.072445605729087,6,77,209
12839,3.74436984238834,7,72,206
12841,7.023716890164386,4,51,176
12842,9.973789480211101,2,47,208
12843,8.797824526377935,4,60,202
12844,5.317731953855591,8,62,186
12845,6.334371271693192,7,65,197
12846,5.460210185229944,8,69,212
12847,17.930651419652058,1,46,174
12849,17.449467552356186,4,64,184
12850,8.73810338940437,12,79,232
12851,10.637783996057225,4,34,188
12852,19.163577473839077,1,30,190
12853,4.701152034093937,5,53,203
12855,11.677074908642362,3,35,164
12856,8.19452295646109,4,51,212
12857,6.377706536127957,4,35,181
12858,6.792026293390903,5,36,166
12859,10.226346072101903,12,74,225
12860,2.071243404513019,5,41,183
12861,17.613954390095028,2,52,161
12862,3.6968617766847367,5,44,194
12863,4.966026267362556,14,83,247
12864,9.960607559248901,2,47,210
12865,13.358058459857965,7,82,227
12866,1.9356281937836144,14,80,253
12870,0.35263159710590714,5,33,175
12871,1.8559565851147728,14,86,243
12872,3.1582990413855208,6,36,170
12873,13.38016477899056,8,81,241
12874,10.460584137708825,4,44,171
12878,18.233083972514432,4,70,214
12883,10.56946797608741,6,44,164
12884,1.0487817990957535,14,86,243
12885,7.8478349643189755,9,61,194
12886,2.729005584850456,5,45,195
12887,14.810720493967176,2,56,174
12901,0.9992555839385907,9,33,83
12903,1.1767502481538097,13,36,84
12910,5.442864123645136,8,31,70
12911,1.5984152795559303,12,37,90
12912,5.3074565635461886,7,37,97
12913,9.699910701096607,5,37,110
12914,5.674852831669406,5,25,76
12916,0.8166507047948395,5,28,80
12917,16.561614605260715,2,26,71
12918,6.241268700143449,10,32,80
12919,4.561370920586715,6,28,68
12920,14.15598360421714,1,26,72
12921,5.999320520204688,8,30,69
12922,8.908722924483635,2,47,137
12923,16.496603739766563,1,28,64
12924,5.024261098302943,11,38,92
12926,9.029033928402455,2,25,72
12927,1.6329922511200534,2,52,147
12928,8.589023259000625,4,42,156
12929,8.034639116297019,10,31,80
12930,3.102226932286,5,28,81
12932,9.353899413434938,5,39,127
12933,11.612084546299306,4,31,69
12934,10.399285962894771,3,31,70
12935,9.273959589749738,6,30,72
12936,10.937649964730529,8,40,107
12937,1.787336714600714,5,26,72
12939,4.580542500691866,3,37,106
12941,7.281020010010263,6,36,108
12942,8.633799554872239,5,33,137
12943,12.217887188172716,4,37,157
12944,5.499672344543324,10,38,93
12945,5.509027739160174,3,41,129
12946,6.121740151616665,3,37,143
12950,10.221881489758832,5,40,110
12952,1.6228122247064514,4,32,82
12953,13.709752665001385,3,33,84
12955,7.117337863322702,2,32,74
12956,2.173360116083497,3,43,138
12957,3.318957106696232,5,27,81
12958,10.262378902783103,6,28,67
12959,13.809409277962052,4,27,67
12960,5.008643959186177,4,41,155
12961,1.937393112235834,4,43,152
12962,2.7792238736244452,10,32,82
12964,5.326946419173646,3,44,143
12965,7.830807338074771,6,26,84
12966,5.074909526407259,5,27,80
12967,6.42862062753143,7,27,82
12969,10.670830345259942,2,31,88
12970,4.053826811888804,3,39,100
12972,5.5795943307631815,13,34,88
12973,13.525392307741154,2,40,132
12974,3.757594969511032,4,44,146
12975,3.0638644836228033,12,38,90
12976,4.941209817300373,4,37,98
12977,4.363997849454735,3,37,132
12978,0.7062856245990827,8,34,84
12979,0.5063955207964639,4,29,66
12980,7.7787257604453,3,32,95
12981,2.2284982744540254,8,34,86
12983,3.5935992228141385,3,40,130
12985,4.75926644177029,8,34,86
12986,18.01070226003399,3,40,148
12987,9.795520141273915,7,36,122
12989,10.843495236718923,5,34,95
12992,0.24227509267515218,8,29,72
12993,8.49768452951807,4,39,118
12996,10.36568036786638,9,40,102
12997,7.695140921868078,5,38,119
12998,2.0050012795822334,4,43,149
13020,11.656487986154684,17,123,312
13021,0.9395139391513639,16,119,281
13024,0.30086631870406105,15,118,278
13026,7.294791175168887,8,143,283
13027,1.7689570517645234,29,107,260
13028,5.4519959601654495,20,111,239
13029,0.7799016577869322,26,119,259
13030,0.5632197964959884,31,110,257
13031,3.0993872776946225,29,113,272
13032,0.5282074995496561,23,111,259
13033,2.1494567685054413,22,98,259
13034,0.2774850593361805,11,134,277
13035,7.618392786524758,19,115,283
13036,2.0372963639695665,25,113,248
13037,1.8011740884904415,26,108,262
13039,4.360130131477998,27,112,261
13040,8.826549516120194,7,131,366
13041,3.900626091708052,27,110,262
13042,2.158510775288238,21,112,243
13044,6.654201408879578,24,114,244
13045,0.2237117337165952,13,137,366
13051,11.570595529353128,17,120,304
13052,14.38797875374561,6,119,345
13053,4.539913911952936,15,135,377
13054,3.235580609123326,21,112,242
13057,2.4261801703629606,29,111,271
13060,4.34067571804423,25,112,273
13061,6.235205878496093,14,115,296
13062,2.7303168755650673,16,131,383
13063,12.231616970933958,16,121,308
13064,0.4219937931833476,9,94,244
13066,0.15999083420517846,29,110,279
13068,1.4806347055990183,15,130,377
13069,1.9788879558227883,18,113,246
13071,10.077545376802522,17,135,307
13072,11.199830290026386,4,114,324
13073,5.4339533500233665,16,131,353
13074,6.750241916620662,15,97,242
13076,4.689509731234708,19,111,243
13077,8.961451850615063,7,133,330
13078,4.301898804501074,22,120,289
13080,1.9094546904210417,28,104,268
13081,6.259079869529296,14,144,294
13082,3.15085196268144,31,108,265
13083,4.260565530841605,7,106,189
13084,6.741144501443086,19,123,304
13087,7.570712931609725,7,135,342
13088,1.0759006965290732,28,113,268
13090,3.247160965259447,28,113,266
13092,10.570815370397026,17,128,333
13101,2.1366485615044737,8,132,366
13102,3.837426083873308,14,132,364
13103,3.1928881493358,22,112,249
13104,5.321588207035507,25,116,290
13108,6.741341454069222,24,116,277
13110,9.049613855909238,21,122,288
13111,5.502200830286608,17,97,248
13112,3.9003096470586556,27,110,263
13113,0.03225948356252303,24,102,262
13114,9.081408264258451,11,104,229
13115,3.815555824670789,10,101,238
13116,0.04981506056686995,30,108,274
13117,4.524253385918555,13,118,278
13118,12.700479248987612,11,129,301
13120,3.5217867966622656,22,122,288
13122,11.780808297540283,11,115,306
13123,2.985008761249347,17,111,241
13124,14.71309155205091,7,123,358
13126,2.3386339140699213,10,96,235
13131,7.505180092369068,10,113,224
13132,1.4750934682073562,26,116,255
13134,5.0164333421299405,18,111,276
13135,1.7819687724386137,26,114,253
13136,12.96207984655348,8,126,369
13138,8.433821674400884,19,124,302
13140,2.0415816227866372,15,110,268
13141,10.505072179666914,8,130,319
13142,0.8540122519301727,8,107,207
13143,0.9788494249841576,12,104,253
13144,4.206329493636198,6,107,197
13145,2.5028661467803324,7,103,189
13146,6.098643061406701,15,116,276
13147,7.853228131943044,8,136,285
13148,3.0073522118206837,13,134,283
13152,7.89389915256383,21,123,283
13153,4.96545186292835,24,112,275
13155,12.701123727666182,6,118,355
13156,2.171974082958869,11,96,243
13157,0.10648107710096005,16,111,242
13158,10.31301189538786,5,129,352
13159,12.171718318654976,14,126,312
13160,2.480312319524309,10,133,279
13162,1.5178418056923684,18,112,244
13163,0.21113731701623456,21,113,255
13164,2.0450935789997025,29,115,268
13165,6.201547824259713,15,128,289
13166,2.1233566511857673,23,104,270
13167,4.9725993504395785,21,113,251
13202,0.3993126665237216,25,115,276
13203,1.4657512389504257,26,115,271
13204,1.8336754747884247,27,115,273
13205,1.8898317139899314,24,118,279
13206,1.2005553684800983,26,113,271
13207,2.1762707801483145,25,115,276
13208,0.9801873455704474,26,114,271
13209,0.9724885307560411,29,112,272
13210,1.0789300200036167,26,117,274
13211,1.0226266213847337,26,113,269
13212,0.2910139938916098,27,109,266
13214,1.7507284853641438,26,112,276
13215,4.097194119547892,26,112,279
13219,0.3402802656727128,28,112,272
13224,2.0869897911723867,26,114,274
13290,1.4302601501431143,27,114,271
13301,8.523634635481416,8,103,227
13302,2.1306644962771286,7,110,210
13303,9.829092390655125,11,104,234
13304,4.0783373217107695,16,97,247
13305,4.784561371714565,11,75,174
13308,4.553142888358348,15,112,240
13309,8.604385615433213,6,107,223
13310,3.7704516374652255,18,109,308
13312,9.432556164578195,5,86,197
13313,4.144740828510036,18,101,331
13314,7.976831181104195,15,100,340
13315,9.941329636428627,7,99,372
13316,14.361916661874707,5,105,212
13317,1.2820908283545922,14,107,301
13318,3.7617989673272367,18,99,319
13319,0.27642154226059085,23,99,296
13320,6.586786449728548,9,97,331
13321,0.26790648310326326,27,100,273
13322,2.797202538005207,18,97,310
13323,0.6103087742701964,24,102,284
13324,6.799567324545457,6,79,242
13325,5.07362456133322,3,107,204
13326,2.368189932538968,8,89,360
13327,12.785914627227713,7,62,165
13328,3.6934245382946305,25,102,296
13329,3.3755002260838487,12,96,263
13331,11.972033784739118,2,61,195
13332,2.553733268430007,6,116,342
13333,8.588614754507576,12,94,323
13334,4.981738016591395,11,114,310
13335,12.85987439171511,11,107,374
13337,5.35412001425775,7,88,358
13338,11.95172464064494,5,83,217
13339,1.612206343209089,15,102,298
13340,5.47400932107004,21,90,277
13341,1.279596378941001,24,103,285
13342,13.868477545102404,8,105,388
13343,9.598792313774279,6,85,189
13345,5.24511095141601,6,92,194
13346,5.407853085864127,13,111,329
13348,7.007517757519597,7,97,371
13350,3.957233104339145,19,88,283
13352,1.9227591159472033,10,98,246
13353,18.691370624024252,1,81,225
13354,1.7487633190567655,14,103,244
13355,7.502743646431798,13,108,343
13357,3.4928156858430195,19,93,298
13360,12.955205101239788,3,63,210
13361,6.964247310315565,13,92,307
13362,3.292391094898922,25,104,291
13363,6.893332250612799,17,108,233
13364,6.490638332646494,11,103,339
13365,4.2601214550132065,11,84,275
13367,15.066266799234276,9,104,187
13368,4.045733501401908,5,96,197
13402,3.6640332638281894,21,108,321
13403,3.157742850003938,21,97,257
13404,9.905576579738273,7,100,186
13406,2.3314565285983466,15,83,276
13407,5.385083560458224,18,86,295
13408,2.330204110230948,17,115,289
13409,0.4365157496104248,23,110,284
13410,0.14615748017606045,15,104,291
13411,11.376720624584209,7,104,404
13413,0.8680648973209024,24,98,282
13415,10.351327539549454,9,103,408
13416,3.3805568297071558,14,85,260
13417,0.03508835345479728,24,102,270
13418,5.860256027032527,16,100,338
13420,1.0216388661001008,2,81,203
13421,1.0394045364676234,25,110,257
13424,1.6281742132550958,25,102,262
13425,2.1990393124821552,23,102,298
13428,1.4901769578339774,16,106,288
13431,2.7471133645092327,17,89,259
13433,4.7012131226466,5,96,205
13435,0.16739045365233246,13,102,245
13436,16.9407542466235,2,50,205
13437,11.119047867322491,6,107,197
13438,3.5818593144229793,12,100,237
13439,0.5359724494615585,11,90,319
13440,1.6309701912956116,22,112,250
13441,4.172832802003768,21,108,248
13450,6.096481173014341,9,100,350
13452,7.695051702180712,14,100,271
13454,8.105167125782213,5,86,255
13456,1.7336558290085806,22,97,303
13459,1.7490361031560981,12,110,314
13460,6.298580105537013,7,114,380
13461,0.005951203390777467,25,106,263
13464,5.142800250780415,5,116,367
13468,6.832918070508633,11,97,323
13469,2.9456659614899556,19,100,253
13470,8.292365965953447,8,93,249
13471,8.144700209876444,10,109,227
13472,3.553041647432843,4,81,202
13473,4.563050459302491,4,105,200
13475,8.372904672650467,12,96,310
13476,4.689372257229305,24,105,265
13477,5.076357694938939,25,105,276
13478,4.456200597127431,25,107,255
13480,1.2331146735173708,21,100,322
13483,11.274477849671472,7,112,211
13484,2.351153021897348,13,113,305
13485,9.150544156287047,11,104,343
13486,8.431119929118152,13,104,236
13488,9.16649767632597,9,106,351
13489,9.527848068826879,5,107,219
13490,2.9367698235684387,25,102,264
13491,1.7994641241354532,15,99,335
13492,2.1762816860293848,25,99,268
13493,7.5906495002659735,8,110,212
13494,10.647393952047569,6,93,211
13495,0.2096666863846895,24,101,267
13501,1.0228657396797085,23,97,272
13502,4.76635120079603,20,95,262
13601,0.3431686038397303,24,65,150
13602,1.3597405550265753,27,55,139
13603,0.7765267373356181,26,59,140
13605,3.692471632121479,15,88,170
13606,1.052903449054179,20,84,161
13607,3.027406829399888,14,48,124
13608,1.8539084990252235,20,52,131
13612,2.1239020402123505,22,63,151
13613,4.438989723637182,6,21,78
13614,15.342613707005931,9,45,82
13615,3.518310909325075,26,57,139
13616,0.875619478189988,27,59,141
13617,8.464059261659777,6,42,88
13618,5.109311073333016,9,50,133
13619,0.3325564905047601,17,63,155
13620,3.7539422693737405,12,74,169
13621,7.216519578267469,4,25,78
13622,2.562413082292128,19,51,138
13623,10.606809646262892,8,45,108
13624,5.202390376597524,17,47,128
13625,4.93064944967295,4,43,94
13626,5.362232090341038,20,93,170
13628,0.3043540337247905,24,58,147
13630,6.3825320436908255,6,48,99
13633,6.496635103626256,6,48,101
13634,1.554603192058379,21,58,145
13635,7.811345812696837,6,54,139
13636,2.827661379836493,11,93,180
13637,1.425395218616214,28,53,135
13638,0.8900542446839165,25,60,145
13639,9.063206053730779,5,55,147
13640,0.7469346281987701,9,47,119
13641,0.17939775625314375,16,48,124
13642,2.0302251616739606,8,53,131
13643,0.9631827265601424,23,59,145
13646,11.276308266369048,7,47,111
13647,0.44154937185317644,5,40,87
13648,0.2572280707270691,10,55,150
13650,5.301694924586465,12,84,172
13651,5.9898774150368075,12,79,162
13652,10.246751381146987,5,50,115
13654,3.1792637466132945,5,45,84
13655,6.895080770423383,4,21,72
13656,0.4424503262360407,23,51,130
13658,10.229778554963715,5,36,75
13659,9.817236555426188,12,99,179
13660,8.260062521013246,7,33,78
13661,1.7308127519666272,8,97,184
13662,9.92097577321614,5,20,75
13664,12.098540512568565,4,44,76
13665,3.6390198589152294,15,55,154
13666,4.2299020380129235,2,51,153
13667,6.418921777043383,4,24,79
13668,0.7015671521899733,5,25,82
13669,2.542031779459022,4,43,73
13670,4.019596318705251,4,57,159
13672,15.591279202441529,2,34,105
13673,6.960702240339203,26,50,137
13674,0.5722819538507952,11,96,178
13675,0.794603099472173,16,50,126
13676,4.362154202207003,6,34,86
13677,8.75671259121983,7,46,98
13678,4.53877266354628,4,24,79
13679,2.1943181697171807,13,52,126
13680,0.4133650753254659,6,44,84
13681,1.3066327356628058,7,52,114
13682,5.065804630049491,23,91,164
13684,13.388185324393223,4,50,122
13685,1.440683248030691,17,67,151
13687,13.079199078188747,2,44,110
13690,4.632501251578926,3,58,166
13691,5.11864000189463,23,50,131
13692,0.014489930998835875,13,48,123
13693,7.063280345002508,11,58,148
13694,10.729543762044193,4,23,75
13695,6.9571550095846355,2,52,170
13696,6.507279151421345,5,26,84
13697,3.197563187707399,6,24,82
13730,17.134113583776514,6,122,538
13731,7.151193302094466,8,151,693
13732,1.4750479893561386,17,162,565
13733,14.088187850279922,4,124,511
13734,7.838471239060723,12,129,550
13736,11.187618755865522,18,129,433
13739,1.816910931907216,9,136,518
13740,5.187700267131382,8,142,589
13743,13.289792989589834,15,117,489
13744,4.902711974760106,11,135,483
13746,8.328524476487898,9,135,472
13748,6.033457367566748,16,167,625
13750,3.125868001946462,8,121,441
13751,0.6897938009987222,8,121,453
13752,9.123775456943056,8,135,635
13753,5.878387642775781,9,132,555
13754,11.11444844057475,6,142,657
13755,2.4320221962801813,5,151,760
13756,7.527221515788487,6,155,786
13757,2.596438510577303,7,126,478
13760,2.6609419485383916,12,147,539
13774,11.455507866047684,7,163,819
13775,1.8862626566674374,7,114,506
13776,0.4834658237520818,5,108,447
13777,0.6144098613966136,12,134,472
13778,3.560480981464503,8,138,442
13780,8.003557281711545,5,114,453
13782,6.105291176554194,6,140,650
13783,11.613462449121796,7,150,784
13784,8.626637282828428,16,132,398
13786,4.961178204067999,5,133,452
13787,9.878970823567688,13,130,522
13788,2.2474503794932774,7,138,541
13790,3.3929056362151053,14,140,519
13794,4.936848915127138,13,134,421
13795,6.7542497143518325,18,159,626
13796,6.499778446889141,7,100,422
13797,3.7202234088995616,16,131,440
13801,7.836462304089616,5,128,390
13802,2.524184164404336,12,132,472
13803,8.278277242116413,9,132,391
13804,13.753942413204092,2,114,551
13806,5.23401616877022,8,126,494
13807,7.017538914242006,7,95,398
13808,4.9365786455204645,6,102,437
13809,5.865228655702076,5,111,472
13810,9.689151774659107,9,100,408
13811,8.612267040797256,11,128,475
13812,9.078900530108324,14,155,569
13813,13.979238192739357,8,125,575
13815,1.0881697298820454,4,116,404
13820,2.4745756265446253,8,103,435
13825,5.907225909073463,6,107,463
13826,9.910374127114201,12,146,614
13827,5.520113155717313,17,139,530
13830,8.493231016529055,4,122,421
13832,8.654149143264885,4,117,369
13833,4.969892716326119,14,132,514
13834,6.5570360673583705,9,103,419
13835,11.40701262049646,17,128,418
13838,12.033615644167972,4,121,515
13839,7.045571871766869,5,116,545
13841,1.7895573092118067,8,131,424
13842,2.8126795477032602,7,134,502
13843,3.8397829386883133,6,111,437
13844,9.050177035142132,3,117,387
13845,9.735088297513371,13,151,555
13846,5.890225291719772,9,115,496
13847,12.504183192927414,3,115,604
13849,7.366524010815264,5,109,488
13850,3.7397154652958418,15,166,585
13856,11.339919589706733,2,121,624
13859,4.590080101771177,6,106,476
13860,1.3326008026796112,9,115,455
13861,4.000578286378913,8,100,439
13862,1.883871237323615,11,135,448
13863,6.1873285041199715,10,131,396
13864,10.659860908304571,12,120,446
13865,7.920664827636538,11,148,641
13901,1.2015389175739235,13,135,522
13902,0.04118104156190094,14,158,566
13903,4.238241534898208,16,167,601
13904,3.252513326075906,17,149,559
13905,3.4158592180560414,14,139,522
14001,1.4481225049639175,24,98,186
14004,2.9339387843318523,21,112,202
14005,6.451542313605368,12,112,216
14006,0.5144122929694381,15,103,233
14008,4.559267841305719,10,70,150
14009,7.382697681102853,11,132,249
14011,10.407945530103913,12,116,222
14012,7.272049696642927,9,72,150
14013,6.924140893713267,16,97,188
14020,1.6917252276666184,14,106,213
14024,0.43386690053147725,10,132,256
14025,4.654514230266046,18,127,232
14026,2.16047499954423,28,101,186
14028,0.9148671228960841,11,65,146
14030,5.243655612888015,10,132,244
14031,1.9416624379711898,27,102,189
14032,2.6388161928484553,29,97,178
14033,4.733373364734423,20,126,228
14034,4.43188275892402,15,116,255
14035,4.8226839777177775,16,117,256
14036,1.1017903611942013,18,104,198
14037,6.547984500470327,18,118,216
14039,4.898156773576079,15,117,226
14040,5.023501447469302,14,111,211
14041,4.7161477232947995,18,108,285
14042,1.183634950535744,8,132,264
14043,0.6740346561168097,27,105,188
14047,4.022246642559983,16,100,222
14048,0.830135164262139,15,95,266
14051,4.206589525718805,30,93,173
14052,1.7214884838190105,21,124,211
14054,6.0953571415569465,14,114,226
14055,5.168997009315696,12,132,251
14057,5.287834210467999,18,112,230
14058,7.15730038988406,13,102,209
14059,0.3695195152319668,24,113,203
14060,7.072216847319514,11,135,273
14061,0.11728749927728178,15,98,240
14062,2.685810156158825,16,105,273
14063,2.2096321782828725,13,102,287
14065,7.22841073255129,11,134,264
14066,4.851211676180602,12,131,246
14067,1.3199593105257041,18,86,158
14068,2.3631422998717437,28,91,173
14069,7.497723994687309,16,129,239
14070,2.9842182593618753,14,114,278
14072,2.222318830677644,22,77,171
14075,3.7149791246492483,24,114,214
14080,6.550678600375872,15,129,231
14081,2.300358563362724,15,99,242
14082,4.78935773272524,13,128,243
14085,2.374692555632046,22,103,214
14086,3.8165963540664096,27,107,196
14091,5.7126127332104915,16,114,253
14092,5.7073235839579715,15,64,154
14094,0.8918841004443886,25,84,162
14098,0.998640353461251,8,79,158
14101,3.8251920736980933,8,131,291
14102,3.3708839277245146,21,115,207
14103,0.8464032102367064,14,91,174
14105,0.959296929426114,13,92,166
14108,4.690202351303812,16,70,148
14109,3.3142969557922535,15,62,159
14111,7.5052161951366685,17,110,245
14112,3.662292395117246,22,103,218
14113,6.0640591281523815,13,127,241
14120,2.5903521845352837,25,78,167
14125,7.63369502046532,14,102,195
14126,0.9966342518575526,11,65,145
14127,5.595340350640036,24,117,211
14129,4.483410129294045,17,105,258
14130,5.665849245054491,13,131,251
14131,0.5846576417954628,15,67,151
14132,0.29200818375324195,21,72,161
14134,3.382974073409687,10,133,253
14135,3.5842915085379747,14,96,264
14136,1.778317391820029,14,97,258
14138,1.367303585239737,17,108,285
14139,4.793213172936688,18,126,223
14141,2.451918061632015,16,131,253
14143,6.153143617613458,18,108,231
14145,1.6522565420561812,13,122,227
14150,0.8645824141098228,26,82,174
14167,6.959822986065051,11,121,229
14168,5.006045124532849,15,107,253
14169,4.75549870789339,21,123,218
14170,5.424315977914448,19,125,223
14171,2.4412042379972028,8,128,274
14172,5.487654231091845,13,65,150
14173,2.4160254820584943,11,133,250
14174,2.3253453762065552,10,55,149
14201,1.9523228223239542,26,91,189
14202,2.0151546227222568,25,95,191
14203,2.4960874805470428,26,96,193
14204,1.4891981595061115,26,95,192
14206,1.2596472291504146,26,105,196
14207,1.6493895792357058,26,83,182
14208,1.0113492818154808,26,91,186
14209,1.2243834995336207,26,90,187
14210,2.766402005675069,26,102,197
14211,1.5042309511372618,26,96,190
14212,1.447422891566483,25,98,192
14213,2.4929830775106727,25,86,187
14214,2.318789259253684,26,90,182
14215,2.1614425781673003,26,93,182
14216,1.1560518881263306,26,88,181
14217,0.5761621323981987,26,83,178
14218,0.11643889996826094,23,105,200
14219,0.6255675997590157,24,109,205
14220,1.9746511688064392,24,105,197
14221,1.8099056879766855,28,97,181
14222,1.9063439378326157,25,90,187
14223,1.4114589876921204,26,89,175
14224,4.36548913008708,26,113,199
14225,2.3419464623482567,27,99,185
14226,0.5969829261610154,28,91,180
14227,2.1707131096799412,27,106,194
14228,2.947119044133407,28,87,171
14261,0.39161481996366077,28,89,177
14301,1.32568898293644,15,63,165
14302,1.7494246249491034,15,63,165
14303,1.296134466538138,17,63,165
14304,3.212601994245,19,71,162
14305,2.164701813927306,16,62,159
14411,1.4959759366780379,9,94,180
14414,2.390464295887953,27,115,250
14415,3.832588859205024,12,137,283
14416,5.1498268116699455,19,104,226
14418,6.3878459393608535,9,133,296
14420,0.32427943863870584,10,98,214
14422,8.256232730181122,17,104,218
14423,3.079028314212683,27,110,242
14424,3.9695677253962653,17,125,269
14425,6.347472388955353,17,116,269
14427,3.1283841033373796,22,134,255
14428,2.1602607887270415,21,106,228
14432,0.5009716927072412,11,129,278
14433,0.3698913715314053,16,120,272
14435,0.9949510175324713,29,125,276
14437,0.6114923869785253,27,126,295
14441,5.1584543842099855,12,141,289
14445,0.18720865201210887,15,96,245
14450,1.218401835798589,13,99,250
14454,3.4647986976855294,31,119,258
14456,1.4186522580822372,13,133,279
14462,1.781002204162425,30,125,269
14464,7.510326552494246,8,89,200
14466,1.785824743795926,29,123,268
14467,5.6768919058100185,22,102,245
14468,0.5535763202316105,9,90,213
14469,2.7943294503447627,23,113,264
14470,1.9693406401610876,11,97,211
14471,2.7614944644232873,24,122,273
14472,1.086426780816666,26,105,252
14475,4.616664544593227,22,107,262
14476,7.258809702996422,8,89,187
14477,6.5181676005539355,8,87,170
14478,2.966279476117518,9,134,307
14479,3.956037429530429,12,91,174
14480,0.38310171018095746,29,117,256
14481,2.6651117890716343,29,121,257
14482,5.802852309680216,22,108,234
14485,4.188089414786325,29,112,261
14486,1.330764049739516,24,111,248
14487,0.7065830580286467,29,118,260
14489,5.995431878407502,12,117,280
14502,5.431108042446314,11,102,259
14504,1.0298445352718584,14,126,272
14505,7.904901652355381,10,105,269
14506,5.074883501940412,21,101,255
14507,5.4149146911349035,15,126,285
14510,4.317160242491925,31,124,264
14511,7.080215509184913,23,106,234
14512,10.045539042116507,19,119,287
14513,3.0727397883066434,10,119,281
14514,3.437286320213411,20,104,229
