concept_id,condition_count,patient_count
40991731,20,20
40991732,20,20
40991735,20,20
40991741,20,20
40991742,20,20
40991743,20,20
40991744,20,20
40991751,20,20
40991756,20,20
40991822,20,20
40992046,20,20
40992088,20,20
40992089,20,20
40992090,20,20
40992091,20,20
40992092,20,20
40992093,20,20
40992094,20,20
40992095,20,20
40992096,20,20
40992352,20,20
40992353,20,20
40992693,20,20
40993130,20,20
40993131,20,20
40993194,20,20
40993590,20,20
40993601,20,20
40993602,20,20
40993603,20,20
40993604,20,20
40993605,20,20
40993606,20,20
40993607,20,20
40993608,20,20
40993609,20,20
40993610,20,20
40993611,20,20
40993612,20,20
40993613,20,20
40993614,20,20
40993615,20,20
40993616,20,20
40993617,20,20
40993831,20,20
40993832,20,20
40993833,20,20
40993834,20,20
40993835,20,20
40993836,20,20
40993837,20,20
40993838,20,20
40993839,20,20
40993840,20,20
40993841,20,20
40993842,20,20
40993843,20,20
40993844,20,20
40993845,20,20
40993846,20,20
40993847,20,20
40993848,20,20
40993849,20,20
40993850,20,20
40993851,20,20
40993879,20,20
40994263,20,20
40994337,20,20
40994342,20,20
40994397,20,20
40994611,20,20
40997195,20,20
40997196,20,20
40997197,20,20
40997198,20,20
40997201,20,20
40997208,20,20
40997209,20,20
40997210,20,20
40997211,20,20
40997212,20,20
40997213,20,20
40997214,20,20
40997234,20,20
40997235,20,20
40997236,20,20
40997237,20,20
40997238,20,20
40997239,20,20
40997240,20,20
40999044,20,20
40999045,20,20
40999046,20,20
40999047,20,20
40999048,20,20
40999049,20,20
40999050,20,20
40999051,20,20
40999052,20,20
40999352,20,20
40999358,20,20
40999359,20,20
40999360,20,20
40999369,20,20
40999370,20,20
40999371,20,20
40999372,20,20
41000988,20,20
41000989,20,20
41000990,20,20
41000991,20,20
41000992,20,20
41000993,20,20
41000994,20,20
41000995,20,20
41000998,20,20
41001010,20,20
41001011,20,20
41001030,20,20
41001035,20,20
41001833,20,20
41001834,20,20
41001835,20,20
41001836,20,20
41001837,20,20
41001838,20,20
41001839,20,20
41001840,20,20
41001841,20,20
41001842,20,20
41001843,20,20
41001844,20,20
41001845,20,20
41001846,20,20
41001847,20,20
41001848,20,20
41001849,20,20
41001850,20,20
41001851,20,20
41001852,20,20
41001853,20,20
41001854,20,20
41002459,20,20
41004197,20,20
41004299,20,20
41004343,20,20
41004344,20,20
41004345,20,20
41005116,20,20
41005144,20,20
41005145,20,20
41005146,20,20
41005147,20,20
41005148,20,20
41005149,20,20
41005150,20,20
41005151,20,20
41005153,20,20
41005154,20,20
41005155,20,20
41005156,20,20
41005157,20,20
41005158,20,20
41005159,20,20
41005160,20,20
41005161,20,20
41005162,20,20
41005163,20,20
41005164,20,20
41005165,20,20
41005166,20,20
41005167,20,20
41005168,20,20
41005169,20,20
41005170,20,20
41005171,20,20
41005172,20,20
41005173,20,20
41005175,20,20
41005176,20,20
41005177,20,20
41005178,20,20
41005179,20,20
41005247,20,20
41005568,20,20
41005569,20,20
41005570,20,20
41005571,20,20
41005572,20,20
41005573,20,20
41005574,20,20
41005575,20,20
41005576,20,20
41005577,20,20
41005578,20,20
41005579,20,20
41005580,20,20
41005581,20,20
41005582,20,20
41005583,20,20
41005584,20,20
41005585,20,20
41005586,20,20
41005587,20,20
41005588,20,20
41005589,20,20
41006347,20,20
41006436,20,20
41006511,20,20
41006797,20,20
41008339,20,20
41008340,20,20
41008341,20,20
41008342,20,20
41008352,20,20
41008353,20,20
41008354,20,20
41008355,20,20
41008356,20,20
41008357,20,20
41008358,20,20
41009373,20,20
41009581,20,20
41009582,20,20
41009583,20,20
41009584,20,20
41009585,20,20
41009586,20,20
41009587,20,20
41009591,20,20
41009592,20,20
41009593,20,20
41009594,20,20
41009595,20,20
41009596,20,20
41009597,20,20
41009598,20,20
41009599,20,20
41010793,20,20
41010794,20,20
41010795,20,20
41010796,20,20
41011184,20,20
41012026,20,20
41012424,20,20
41012425,20,20
41012426,20,20
41012427,20,20
41012428,20,20
41012429,20,20
41012430,20,20
41012431,20,20
41012432,20,20
41012433,20,20
41012434,20,20
41012435,20,20
41012436,20,20
41012616,20,20
41012617,20,20
41012618,20,20
41012619,20,20
41013749,20,20
41014010,20,20
41014011,20,20
41014492,20,20
41014533,20,20
41014534,20,20
41015491,20,20
41015492,20,20
41015493,20,20
41015494,20,20
41015857,20,20
41015859,20,20
41015860,20,20
41015861,20,20
41015862,20,20
41015863,20,20
41015864,20,20
41015865,20,20
41015867,20,20
41015868,20,20
41016035,20,20
41016036,20,20
41016037,20,20
41016038,20,20
41016039,20,20
41016040,20,20
41016041,20,20
41016042,20,20
41016539,20,20
41016551,20,20
41016773,20,20
41016774,20,20
41016775,20,20
41016776,20,20
41016777,20,20
41016778,20,20
41016779,20,20
41016876,20,20
41016877,20,20
41016878,20,20
41016879,20,20
41016880,20,20
41016881,20,20
41016882,20,20
41016894,20,20
41017087,20,20
41017328,20,20
41017329,20,20
41017414,20,20
41017428,20,20
41017431,20,20
41017627,20,20
41017720,20,20
41017743,20,20
41017789,20,20
41017963,20,20
41018724,20,20
41018725,20,20
41018726,20,20
41018727,20,20
41019051,20,20
41019052,20,20
41019221,20,20
41019222,20,20
41019412,20,20
41019744,20,20
41019939,20,20
41019940,20,20
41019941,20,20
41019942,20,20
41019943,20,20
41019944,20,20
41020063,20,20
41020064,20,20
41020072,20,20
41020076,20,20
41021952,20,20
41021953,20,20
41021954,20,20
41022030,20,20
41022031,20,20
41022670,20,20
41022671,20,20
41022672,20,20
41022673,20,20
41022674,20,20
41022675,20,20
41022676,20,20
41022677,20,20
41022679,20,20
41022680,20,20
41022684,20,20
41022752,20,20
41022758,20,20
41022890,20,20
41022996,20,20
41022997,20,20
41022998,20,20
41022999,20,20
41023000,20,20
41023001,20,20
41023002,20,20
41023003,20,20
41023263,20,20
41023685,20,20
41023686,20,20
41024115,20,20
41024161,20,20
41024188,20,20
41024587,20,20
41024588,20,20
41024589,20,20
41024590,20,20
41024591,20,20
41024592,20,20
41024593,20,20
41024594,20,20
41024595,20,20
41024596,20,20
41024597,20,20
41024598,20,20
41024694,20,20
41024824,20,20
41024825,20,20
41024826,20,20
41024827,20,20
41024828,20,20
41024829,20,20
41024830,20,20
41024831,20,20
41024832,20,20
41024833,20,20
41024834,20,20
41024835,20,20
41024836,20,20
41024837,20,20
41024838,20,20
41024839,20,20
41024840,20,20
41024841,20,20
41025293,20,20
41025315,20,20
41025316,20,20
41028253,20,20
41028259,20,20
41028260,20,20
41028265,20,20
41028266,20,20
41028267,20,20
41028268,20,20
41028269,20,20
41028270,20,20
41028271,20,20
41028281,20,20
41028282,20,20
41028283,20,20
41030056,20,20
41030057,20,20
41030058,20,20
41030059,20,20
41030060,20,20
41030061,20,20
41030062,20,20
41030063,20,20
41030064,20,20
41030380,20,20
41030382,20,20
41030383,20,20
41030384,20,20
41030385,20,20
41030386,20,20
41030387,20,20
41030388,20,20
41030389,20,20
41030397,20,20
41030398,20,20
41030399,20,20
41032071,20,20
41032072,20,20
41032073,20,20
41032074,20,20
41032075,20,20
41032076,20,20
41032077,20,20
41032078,20,20
41032079,20,20
41032080,20,20
41032082,20,20
41032084,20,20
41032091,20,20
41032092,20,20
41032117,20,20
41032118,20,20
41032119,20,20
41032481,20,20
41032943,20,20
41032944,20,20
41032945,20,20
41032946,20,20
41032947,20,20
41032948,20,20
41032949,20,20
41032950,20,20
41032951,20,20
41032952,20,20
41032953,20,20
41032954,20,20
41032955,20,20
41032956,20,20
41032957,20,20
41034561,20,20
41036159,20,20
41036187,20,20
41036188,20,20
41036189,20,20
41036190,20,20
41036191,20,20
41036192,20,20
41036193,20,20
41036194,20,20
41036195,20,20
41036196,20,20
41036197,20,20
41036198,20,20
41036200,20,20
41036201,20,20
41036202,20,20
41036203,20,20
41036204,20,20
41036205,20,20
41036206,20,20
41036207,20,20
41036208,20,20
41036209,20,20
41036210,20,20
41036211,20,20
41036212,20,20
41036213,20,20
41036214,20,20
41036215,20,20
41036216,20,20
41036217,20,20
41036218,20,20
41036219,20,20
41036220,20,20
41036221,20,20
41036222,20,20
41036223,20,20
41036224,20,20
41036225,20,20
41036226,20,20
41036227,20,20
41036228,20,20
41036229,20,20
41036626,20,20
41036627,20,20
41036628,20,20
41036629,20,20
41036630,20,20
41036631,20,20
41036632,20,20
41036633,20,20
41036634,20,20
41036635,20,20
41036636,20,20
41036637,20,20
41036638,20,20
41036639,20,20
41036640,20,20
41036641,20,20
41036642,20,20
41036643,20,20
41036644,20,20
41036645,20,20
41036646,20,20
41036647,20,20
41036648,20,20
41036649,20,20
41037503,20,20
41037506,20,20
41037509,20,20
41037602,20,20
41039416,20,20
41039417,20,20
41039418,20,20
41039425,20,20
41039426,20,20
41039427,20,20
41039430,20,20
41039431,20,20
41039432,20,20
41039433,20,20
41039434,20,20
41039436,20,20
41040657,20,20
41040658,20,20
41040659,20,20
41040665,20,20
41040666,20,20
41040667,20,20
41040668,20,20
41040669,20,20
41041544,20,20
41041545,20,20
41041897,20,20
41041898,20,20
41041899,20,20
41043113,20,20
41043114,20,20
41043531,20,20
41043532,20,20
41043533,20,20
41043534,20,20
41043535,20,20
41043536,20,20
41043537,20,20
41043538,20,20
41043539,20,20
41043540,20,20
41043541,20,20
41043543,20,20
41043544,20,20
41043545,20,20
41043546,20,20
41043547,20,20
41043548,20,20
41043726,20,20
41043727,20,20
41043728,20,20
41043729,20,20
41043730,20,20
41043731,20,20
41043732,20,20
41043733,20,20
41044881,20,20
41044882,20,20
41045135,20,20
41045136,20,20
41045553,20,20
41045667,20,20
41045668,20,20
41045709,20,20
41045719,20,20
41046711,20,20
41046712,20,20
41046713,20,20
41047078,20,20
41047079,20,20
41047080,20,20
41047081,20,20
41047082,20,20
41047083,20,20
41047084,20,20
41047085,20,20
41047086,20,20
41047087,20,20
41047088,20,20
41047089,20,20
41047090,20,20
41047091,20,20
41047092,20,20
41047093,20,20
41047094,20,20
41047095,20,20
41047096,20,20
41047097,20,20
41047098,20,20
41047099,20,20
41047100,20,20
41047101,20,20
41047312,20,20
41047313,20,20
41047314,20,20
41047315,20,20
41047316,20,20
41047317,20,20
41047318,20,20
41047447,20,20
41047661,20,20
41047886,20,20
41048081,20,20
41048082,20,20
41048083,20,20
41048084,20,20
41048085,20,20
41048086,20,20
41048087,20,20
41048088,20,20
41048192,20,20
41048193,20,20
41048194,20,20
41048195,20,20
41048196,20,20
41048197,20,20
41048700,20,20
41048701,20,20
41048718,20,20
41048760,20,20
41048837,20,20
41049010,20,20
41050341,20,20
41050342,20,20
41050343,20,20
41050352,20,20
41050522,20,20
41050523,20,20
41050621,20,20
41050622,20,20
41051010,20,20
41051177,20,20
41051178,20,20
41051179,20,20
41051181,20,20
41051182,20,20
41051183,20,20
41051236,20,20
41051282,20,20
41051529,20,20
41051530,20,20
41052527,20,20
41052531,20,20
41052540,20,20
41053207,20,20
41053208,20,20
41053209,20,20
41053210,20,20
41053211,20,20
41053212,20,20
41053213,20,20
41053297,20,20
41053955,20,20
41053956,20,20
41053957,20,20
41053958,20,20
41053959,20,20
41053960,20,20
41053961,20,20
41053962,20,20
41053963,20,20
41053964,20,20
41053965,20,20
41053966,20,20
41053967,20,20
41053968,20,20
41053970,20,20
41053972,20,20
41053973,20,20
41053977,20,20
41053979,20,20
41053980,20,20
41053985,20,20
41054254,20,20
41054255,20,20
41054280,20,20
41054281,20,20
41054282,20,20
41054283,20,20
41054284,20,20
41054285,20,20
41054519,20,20
41055354,20,20
41055394,20,20
41055402,20,20
41055403,20,20
41055820,20,20
41055840,20,20
41055841,20,20
41055842,20,20
41055843,20,20
41055844,20,20
41055845,20,20
41056094,20,20
41056095,20,20
41056096,20,20
41056097,20,20
41056098,20,20
41056099,20,20
41056100,20,20
41056101,20,20
41056102,20,20
41056103,20,20
41056104,20,20
41056120,20,20
41056507,20,20
41056602,20,20
41056609,20,20
41056610,20,20
41056677,20,20
41056678,20,20
41056679,20,20
41056882,20,20
41059467,20,20
41059476,20,20
41059478,20,20
41059479,20,20
41059480,20,20
41059481,20,20
41059482,20,20
41059495,20,20
41059496,20,20
41061219,20,20
41061220,20,20
41061221,20,20
41061222,20,20
41061223,20,20
41061224,20,20
41061225,20,20
41061226,20,20
41061227,20,20
41061228,20,20
41061229,20,20
41061230,20,20
41061231,20,20
41061508,20,20
41061513,20,20
41061514,20,20
41061515,20,20
41061516,20,20
41061518,20,20
41061519,20,20
41063199,20,20
41063200,20,20
41063201,20,20
41063202,20,20
41063203,20,20
41063204,20,20
41063206,20,20
41063208,20,20
41063209,20,20
41063226,20,20
41063227,20,20
41063240,20,20
41063241,20,20
41063501,20,20
41063502,20,20
41063989,20,20
41064070,20,20
41064071,20,20
41064072,20,20
41064073,20,20
41064074,20,20
41064075,20,20
41064076,20,20
41064077,20,20
41064078,20,20
41064079,20,20
41064080,20,20
41064081,20,20
41064082,20,20
41064083,20,20
41064084,20,20
41064085,20,20
41064086,20,20
41064087,20,20
41066505,20,20
41066553,20,20
41066590,20,20
41067442,20,20
41067443,20,20
41067444,20,20
41067445,20,20
41067446,20,20
41067447,20,20
41067448,20,20
41067449,20,20
41067450,20,20
41067451,20,20
41067452,20,20
41067453,20,20
41067454,20,20
41067455,20,20
41067456,20,20
41067457,20,20
41067458,20,20
41067459,20,20
41067460,20,20
41067461,20,20
41067462,20,20
41067463,20,20
41067464,20,20
41067845,20,20
41067846,20,20
41067847,20,20
41067848,20,20
41067849,20,20
41067850,20,20
41067851,20,20
41067852,20,20
41067853,20,20
41067854,20,20
41067855,20,20
41067856,20,20
41067857,20,20
41067858,20,20
41067859,20,20
41067860,20,20
41067861,20,20
41067862,20,20
41067863,20,20
41067864,20,20
41067865,20,20
41067866,20,20
41067867,20,20
41067868,20,20
41067869,20,20
41067870,20,20
41067871,20,20
41067872,20,20
41067873,20,20
41067874,20,20
41067875,20,20
41067876,20,20
41067877,20,20
41067878,20,20
41067879,20,20
41067880,20,20
41070704,20,20
41070705,20,20
41070713,20,20
41070714,20,20
41070715,20,20
41070716,20,20
41070717,20,20
41070718,20,20
41070719,20,20
41070720,20,20
41071919,20,20
41071920,20,20
41071921,20,20
41071922,20,20
41071926,20,20
41071927,20,20
41071928,20,20
41071929,20,20
41071930,20,20
41071931,20,20
41072807,20,20
41072808,20,20
41072809,20,20
41073195,20,20
41073196,20,20
41073197,20,20
41073198,20,20
41073199,20,20
41073200,20,20
41074490,20,20
41074500,20,20
41074896,20,20
41074897,20,20
41074898,20,20
41074899,20,20
41074900,20,20
41074901,20,20
41074902,20,20
41074903,20,20
41074904,20,20
41074905,20,20
41074906,20,20
41074907,20,20
41074908,20,20
41074909,20,20
41074910,20,20
41074911,20,20
41074912,20,20
41075092,20,20
41075093,20,20
41075094,20,20
41075095,20,20
41075096,20,20
41075097,20,20
41075098,20,20
41075099,20,20
41075100,20,20
41075101,20,20
41076492,20,20
41076493,20,20
41076494,20,20
41076495,20,20
41076623,20,20
41076912,20,20
41077026,20,20
41077027,20,20
41077085,20,20
41077086,20,20
41078083,20,20
41078084,20,20
41078085,20,20
41078476,20,20
41078477,20,20
41078479,20,20
41078480,20,20
41078481,20,20
41078482,20,20
41078483,20,20
41078484,20,20
41078485,20,20
41078486,20,20
41078487,20,20
41078488,20,20
41078605,20,20
41078696,20,20
41078697,20,20
41078698,20,20
41078699,20,20
41078700,20,20
41078701,20,20
41078702,20,20
41078703,20,20
41078704,20,20
41078705,20,20
41078706,20,20
41078707,20,20
41078946,20,20
41079152,20,20
41079189,20,20
41079244,20,20
41079449,20,20
41079450,20,20
41079451,20,20
41079452,20,20
41079453,20,20
41079454,20,20
41079455,20,20
41079456,20,20
41079457,20,20
41079458,20,20
41079459,20,20
41079460,20,20
41079461,20,20
41079555,20,20
41079556,20,20
41079557,20,20
41079558,20,20
41079559,20,20
41079560,20,20
41079561,20,20
41079562,20,20
41079575,20,20
41080100,20,20
41080110,20,20
41080160,20,20
41080246,20,20
41080299,20,20
41080462,20,20
41081810,20,20
41081993,20,20
41082008,20,20
41082009,20,20
41082524,20,20
41082525,20,20
41082531,20,20
41082745,20,20
41082746,20,20
41082747,20,20
41082748,20,20
41082749,20,20
41082750,20,20
41082854,20,20
41082855,20,20
41082856,20,20
41082857,20,20
41082858,20,20
41082865,20,20
41083086,20,20
41084132,20,20
41084133,20,20
41084764,20,20
41084765,20,20
41084766,20,20
41084855,20,20
41084856,20,20
41084860,20,20
41085511,20,20
41085513,20,20
41085514,20,20
41085515,20,20
41085516,20,20
41085520,20,20
41085522,20,20
41085525,20,20
41085526,20,20
41085528,20,20
41085535,20,20
41085608,20,20
41085681,20,20
41085768,20,20
41085863,20,20
41085864,20,20
41085865,20,20
41085866,20,20
41086870,20,20
41086871,20,20
41086896,20,20
41086924,20,20
41086925,20,20
41086955,20,20
41086956,20,20
41087323,20,20
41087324,20,20
41087325,20,20
41087326,20,20
41087327,20,20
41087328,20,20
41087329,20,20
41087330,20,20
41087331,20,20
41087332,20,20
41087333,20,20
41087334,20,20
41087549,20,20
41087550,20,20
41087551,20,20
41087552,20,20
41087553,20,20
41087554,20,20
41087555,20,20
41087556,20,20
41087557,20,20
41087558,20,20
41087559,20,20
41087560,20,20
41087561,20,20
41087562,20,20
41088107,20,20
41091065,20,20
41091072,20,20
41091073,20,20
41091074,20,20
41091075,20,20
41091088,20,20
41091089,20,20
41092794,20,20
41092795,20,20
41092796,20,20
41092797,20,20
41092798,20,20
41092799,20,20
41092800,20,20
41092801,20,20
41092802,20,20
41092803,20,20
41092804,20,20
41092805,20,20
41092806,20,20
41092807,20,20
41092808,20,20
41093120,20,20
41093121,20,20
41093122,20,20
41093123,20,20
41093124,20,20
41093125,20,20
41093135,20,20
41093136,20,20
41094821,20,20
41094822,20,20
41094824,20,20
41094825,20,20
41094826,20,20
41094827,20,20
41094833,20,20
41094839,20,20
41094841,20,20
41094860,20,20
41094861,20,20
41094862,20,20
41095085,20,20
41095370,20,20
41095567,20,20
41095631,20,20
41095632,20,20
41095633,20,20
41095634,20,20
41095635,20,20
41095636,20,20
41095637,20,20
41095638,20,20
41095639,20,20
41095640,20,20
41095641,20,20
41095642,20,20
41095643,20,20
41095644,20,20
41095645,20,20
41095646,20,20
41095647,20,20
41095648,20,20
41095649,20,20
41095650,20,20
41095651,20,20
41095652,20,20
41097525,20,20
41097705,20,20
41098022,20,20
41098036,20,20
41098101,20,20
41098893,20,20
41098894,20,20
41098895,20,20
41098896,20,20
41098897,20,20
41098898,20,20
41098899,20,20
41098900,20,20
41098901,20,20
41098902,20,20
41098903,20,20
41098904,20,20
41098905,20,20
41098906,20,20
41098907,20,20
41098908,20,20
41112007,20,20
41112705,20,20
41113053,20,20
41113061,20,20
41113151,20,20
41113245,20,20
41113246,20,20
41113247,20,20
41113546,20,20
41113759,20,20
41113948,20,20
41114073,20,20
41114074,20,20
41114075,20,20
41114076,20,20
41114077,20,20
41114078,20,20
41114079,20,20
41114307,20,20
41115357,20,20
41115363,20,20
41115364,20,20
41116019,20,20
41116020,20,20
41116021,20,20
41116022,20,20
41116023,20,20
41116024,20,20
41116025,20,20
41116026,20,20
41116027,20,20
41116099,20,20
41116100,20,20
41116101,20,20
41116716,20,20
41116717,20,20
41116718,20,20
41116720,20,20
41116721,20,20
41116722,20,20
41116723,20,20
41116724,20,20
41116725,20,20
41116727,20,20
41116731,20,20
41116734,20,20
41116738,20,20
41116742,20,20
41117032,20,20
41117066,20,20
41117067,20,20
41117068,20,20
41117069,20,20
41117070,20,20
41117071,20,20
41117072,20,20
41117329,20,20
41118163,20,20
41118223,20,20
41118436,20,20
41118615,20,20
41118616,20,20
41118617,20,20
41118618,20,20
41118619,20,20
41118620,20,20
41118621,20,20
41118622,20,20
41118623,20,20
41118624,20,20
41118625,20,20
41118626,20,20
41118627,20,20
41118628,20,20
41118849,20,20
41118850,20,20
41118851,20,20
41118852,20,20
41118853,20,20
41118854,20,20
41118855,20,20
41118856,20,20
41118857,20,20
41118858,20,20
41118859,20,20
41118860,20,20
41118861,20,20
41118862,20,20
41118863,20,20
41119274,20,20
41119409,20,20
41119410,20,20
41119411,20,20
41119622,20,20
41119639,20,20
41122189,20,20
41122190,20,20
41122191,20,20
41122202,20,20
41122203,20,20
41122204,20,20
41122205,20,20
41122211,20,20
41122212,20,20
41123989,20,20
41123990,20,20
41123991,20,20
41123992,20,20
41123993,20,20
41123994,20,20
41123995,20,20
41124296,20,20
41124297,20,20
41124305,20,20
41124306,20,20
41124307,20,20
41126048,20,20
41126049,20,20
41126050,20,20
41126051,20,20
41126052,20,20
41126064,20,20
41126079,20,20
41126080,20,20
41126081,20,20
41126082,20,20
41126087,20,20
41126089,20,20
41126090,20,20
41126319,20,20
41126320,20,20
41126321,20,20
41126893,20,20
41126894,20,20
41126895,20,20
41126896,20,20
41126897,20,20
41126898,20,20
41126899,20,20
41126900,20,20
41126901,20,20
41126902,20,20
41126903,20,20
41126904,20,20
41126905,20,20
41126906,20,20
41126907,20,20
41126908,20,20
41126909,20,20
41126910,20,20
41126911,20,20
41126912,20,20
41126913,20,20
41126914,20,20
41126915,20,20
41126916,20,20
41126917,20,20
41127521,20,20
41127958,20,20
41129038,20,20
41129313,20,20
41129314,20,20
41129398,20,20
41130312,20,20
41130313,20,20
41130314,20,20
41130315,20,20
41130316,20,20
41130317,20,20
41130318,20,20
41130319,20,20
41130321,20,20
41130323,20,20
41130324,20,20
41130325,20,20
41130326,20,20
41130327,20,20
41130329,20,20
41130330,20,20
41130331,20,20
41130332,20,20
41130334,20,20
41130337,20,20
41130338,20,20
41130339,20,20
41130340,20,20
41130341,20,20
41130342,20,20
41130343,20,20
41130717,20,20
41130718,20,20
41130719,20,20
41130720,20,20
41130721,20,20
41130722,20,20
41130723,20,20
41130724,20,20
41130725,20,20
41130726,20,20
41130727,20,20
41130728,20,20
41130729,20,20
41130730,20,20
41130731,20,20
41131554,20,20
41131555,20,20
41131917,20,20
41131940,20,20
41133474,20,20
41133475,20,20
41133482,20,20
41133485,20,20
41133486,20,20
41133491,20,20
41133492,20,20
41133493,20,20
41133494,20,20
41133495,20,20
41133496,20,20
41134794,20,20
41134795,20,20
41134796,20,20
41134797,20,20
41134798,20,20
41134800,20,20
41134801,20,20
41134802,20,20
41134803,20,20
41135694,20,20
41135695,20,20
41135696,20,20
41135697,20,20
41135698,20,20
41135699,20,20
41135700,20,20
41135701,20,20
41136066,20,20
41136067,20,20
41136068,20,20
41136069,20,20
41136070,20,20
41137742,20,20
41137743,20,20
41137744,20,20
41137745,20,20
41137746,20,20
41137748,20,20
41137749,20,20
41137750,20,20
41137751,20,20
41137752,20,20
41137753,20,20
41137754,20,20
41137755,20,20
41137962,20,20
41137963,20,20
41137964,20,20
41137965,20,20
41137966,20,20
41137967,20,20
41137968,20,20
41139116,20,20
41139117,20,20
41139326,20,20
41139327,20,20
41139811,20,20
41139812,20,20
41139813,20,20
41140860,20,20
41140861,20,20
41140862,20,20
41140863,20,20
41141257,20,20
41141258,20,20
41141259,20,20
41141260,20,20
41141261,20,20
41141262,20,20
41141263,20,20
41141264,20,20
41141265,20,20
41141266,20,20
41141469,20,20
41141470,20,20
41141471,20,20
41141472,20,20
41141473,20,20
41141474,20,20
41141789,20,20
41142053,20,20
41142059,20,20
41142269,20,20
41142270,20,20
41142271,20,20
41142272,20,20
41142274,20,20
41142275,20,20
41142276,20,20
41142277,20,20
41142279,20,20
41142299,20,20
41142381,20,20
41142382,20,20
41142383,20,20
41142384,20,20
41142385,20,20
41142386,20,20
41142387,20,20
41142388,20,20
41142643,20,20
41142644,20,20
41142944,20,20
41142945,20,20
41142946,20,20
41142993,20,20
41143172,20,20
41143182,20,20
41143298,20,20
41143463,20,20
41144307,20,20
41144654,20,20
41144822,20,20
41144823,20,20
41144824,20,20
41145350,20,20
41145534,20,20
41145535,20,20
41145536,20,20
41145537,20,20
41145539,20,20
41145540,20,20
41145637,20,20
41146911,20,20
41147518,20,20
41147519,20,20
41147520,20,20
41147521,20,20
41147522,20,20
41147523,20,20
41147524,20,20
41147525,20,20
41147526,20,20
41147609,20,20
41147611,20,20
41148196,20,20
41148197,20,20
41148198,20,20
41148199,20,20
41148200,20,20
41148201,20,20
41148202,20,20
41148203,20,20
41148204,20,20
41148205,20,20
41148206,20,20
41148213,20,20
41148295,20,20
41148296,20,20
41148307,20,20
41148550,20,20
41148551,20,20
41148552,20,20
41148553,20,20
41148554,20,20
41148555,20,20
41148556,20,20
41148557,20,20
41148558,20,20
41148559,20,20
41148817,20,20
41148818,20,20
41148978,20,20
41149166,20,20
41149202,20,20
41149477,20,20
41149623,20,20
41149695,20,20
41149730,20,20
41150103,20,20
41150104,20,20
41150105,20,20
41150106,20,20
41150107,20,20
41150108,20,20
41150109,20,20
41150110,20,20
41150111,20,20
41150112,20,20
41150113,20,20
41150114,20,20
41150351,20,20
41150352,20,20
41150353,20,20
41150354,20,20
41150355,20,20
41150356,20,20
41150375,20,20
41150376,20,20
41150393,20,20
41150818,20,20
41150908,20,20
41153734,20,20
41153735,20,20
41153736,20,20
41153743,20,20
41153745,20,20
41153746,20,20
41153747,20,20
41153748,20,20
41153749,20,20
41153765,20,20
41153766,20,20
41155507,20,20
41155508,20,20
41155509,20,20
41155510,20,20
41155511,20,20
41155512,20,20
41155513,20,20
41155514,20,20
41155515,20,20
41155516,20,20
41155517,20,20
41155518,20,20
41155519,20,20
41155520,20,20
41155521,20,20
41155859,20,20
41155860,20,20
41155861,20,20
41155862,20,20
41155868,20,20
41155869,20,20
41155870,20,20
41155871,20,20
41157542,20,20
41157543,20,20
41157544,20,20
41157545,20,20
41157546,20,20
41157547,20,20
41157548,20,20
41157549,20,20
41157550,20,20
41157554,20,20
41157563,20,20
41157581,20,20
41157583,20,20
41158050,20,20
41158338,20,20
41158339,20,20
41158340,20,20
41158341,20,20
41158342,20,20
41158343,20,20
41158344,20,20
41158345,20,20
41158346,20,20
41158347,20,20
41158348,20,20
41158349,20,20
41158350,20,20
41158351,20,20
41158352,20,20
41158353,20,20
41158354,20,20
41158355,20,20
41158356,20,20
41158993,20,20
41158994,20,20
41158995,20,20
41159493,20,20
41160771,20,20
41160772,20,20
41160826,20,20
41160866,20,20
41160867,20,20
41161675,20,20
41161676,20,20
41161677,20,20
41161678,20,20
41161679,20,20
41161680,20,20
41161681,20,20
41161682,20,20
41161683,20,20
41161684,20,20
41161685,20,20
41161686,20,20
41161687,20,20
41161688,20,20
41161689,20,20
41161690,20,20
41161691,20,20
41161693,20,20
41161694,20,20
41161695,20,20
41161696,20,20
41161697,20,20
41161698,20,20
41161699,20,20
41161701,20,20
41161702,20,20
41161703,20,20
41161704,20,20
41162062,20,20
41162063,20,20
41162064,20,20
41162065,20,20
41162066,20,20
41162067,20,20
41162068,20,20
41162069,20,20
41162070,20,20
41162071,20,20
41162072,20,20
41162073,20,20
41162074,20,20
41162075,20,20
41162076,20,20
41162077,20,20
41162078,20,20
41162079,20,20
41162080,20,20
41162081,20,20
41162082,20,20
41162083,20,20
41162084,20,20
41162085,20,20
41162086,20,20
41162121,20,20
41162879,20,20
41162886,20,20
41162979,20,20
41164804,20,20
41164809,20,20
41164810,20,20
41164811,20,20
41164812,20,20
41164814,20,20
41166055,20,20
41166056,20,20
41166057,20,20
41166058,20,20
41166059,20,20
41166060,20,20
41166061,20,20
41166062,20,20
41166063,20,20
41166064,20,20
41166069,20,20
41166070,20,20
41166071,20,20
41166072,20,20
41166957,20,20
41166958,20,20
41166959,20,20
41166960,20,20
41166961,20,20
41167325,20,20
41167326,20,20
41167327,20,20
41167328,20,20
41167329,20,20
41167330,20,20
41167331,20,20
41167332,20,20
41167333,20,20
41168496,20,20
41168497,20,20
41168939,20,20
41168940,20,20
41168941,20,20
41168942,20,20
41168943,20,20
